index	table_id	annotator_id	premise	hypothesis	label
362	T591	GW1	to be or not to be	Chromatics was formed in the Northwest.	0
363	T591	GW1	to be or not to be	People associate Chromatics with synth-rock more than dream pop.	1
364	T591	GW1	to be or not to be	Chromatics has been a band for over 20 years.	2
365	T591	GW4	to be or not to be	Chromatics was formed on the west coast of the United States.	0
366	T591	GW4	to be or not to be	The band Chromatics has been active since the early 2000s.	1
367	T591	GW4	to be or not to be	The band Chromatics is known for playing metal music.	2
368	T438	GW0	to be or not to be	Children's Games is older than three hundred years.	0
369	T438	GW0	to be or not to be	Children's Game has been on display in many different museums.	1
370	T438	GW0	to be or not to be	Pieter Bruegel only painted pieces smaller than 100 by 100 cm.	2
371	T438	GW4	to be or not to be	Children's Games was a painting that was done in the 16th century.	0
372	T438	GW4	to be or not to be	The painting Children's Games took several years to complete.	1
373	T438	GW4	to be or not to be	The Children's Games painting is held in Paris France.	2
374	T438	GW1	to be or not to be	Children's Games was painted in the 16th century.	0
375	T438	GW1	to be or not to be	Children's Games was painted at the end of Pieter Bruegel the Elder's life.	1
376	T438	GW1	to be or not to be	The wider side Children's Games measures over 7 feet long.	2
377	T58	GW3	to be or not to be	John Kay lived the final days of his life in France	0
378	T58	GW3	to be or not to be	John Kay was one of the English inventors whose contributions helped fuel the industrial revolution	1
379	T58	GW3	to be or not to be	John Kay was employed by the British Empire	2
380	T58	GW1	to be or not to be	John Kay died in the second half of the 18th century.	0
381	T58	GW1	to be or not to be	John Kay lived in England and France his whole life.	1
382	T58	GW1	to be or not to be	John Kay was born in the Fall of 1704.	2
383	T58	GW14	to be or not to be	One of their children shares the name of John's father.	0
384	T58	GW14	to be or not to be	John's wife Anne watched him as he worked on his inventions.	1
385	T58	GW14	to be or not to be	John Kay was conceived in early summer.	2
386	T59	GW0	to be or not to be	Ex Machina was published for over five years.	0
387	T59	GW0	to be or not to be	Ex Machina's four special issues were released by Wildstorm.	1
388	T59	GW0	to be or not to be	There is less than 40 issues of Ex Machina.	2
389	T59	GW9	to be or not to be	New editions of Ex Machina come out 12 times per year.	0
390	T59	GW9	to be or not to be	Ex Machina has only four characters total.	1
391	T59	GW9	to be or not to be	Ex Machina is only published in the summer months.	2
392	T59	GW4	to be or not to be	Ex Machina has more than 50 issues.	0
393	T59	GW4	to be or not to be	Ex Machina is a comic that stopped being made in 2010.	1
394	T59	GW4	to be or not to be	The theme of Ex Machina is futuristic.	2
395	T60	GW1	to be or not to be	Joe Walsh was born in the Fall of 1947.	0
396	T60	GW1	to be or not to be	Joe Walsh's favorite genre to play was blues rock.	1
397	T60	GW1	to be or not to be	Joe Walsh was born in the Spring of 1947.	2
398	T60	GW2	to be or not to be	Joe Walsh has been in the music business for decades.	0
399	T60	GW2	to be or not to be	Joe Walsh was a lead singer for the Eagles.	1
400	T60	GW2	to be or not to be	Joe Walsh is no longer alive.	2
401	T60	GW0	to be or not to be	Joe Walsh has been active for over fifty years.	0
402	T60	GW0	to be or not to be	Joe Walsh recorded several albums on MCA records.	1
403	T60	GW0	to be or not to be	Joe Walsh is from the east coast of U.S.	2
404	T61	GW1	to be or not to be	Hostiles has a run time over 2 hours long.	0
405	T61	GW1	to be or not to be	Ken Kao had a bigger role in producing Hostiles than John Lesher.	1
406	T61	GW1	to be or not to be	Hostiles made more money at the box office than the budget was.	2
407	T61	GW9	to be or not to be	Hostiles was written and directed by the same person.	0
408	T61	GW9	to be or not to be	Hostiles was undergoing sound editing in the summer of 2017.	1
409	T61	GW9	to be or not to be	The box office receipts for Holstiles were twice the budget.	2
410	T61	GW4	to be or not to be	The film Hostiles is over two hours long.	0
411	T61	GW4	to be or not to be	The movie Hostiles was played outside the USA.	1
412	T61	GW4	to be or not to be	The film Hostiles made $50 million in the box office.	2
413	T62	GW3	to be or not to be	Kate Mara lives in California.	0
414	T62	GW3	to be or not to be	Kate Mara does not have children.	1
415	T62	GW3	to be or not to be	Kate Mara lives in Los Angeles.	2
416	T62	GW1	to be or not to be	Kate Mara was born in the Fall of 1983.	0
417	T62	GW1	to be or not to be	Kate Mara has always lived near one of the coasts.	1
418	T62	GW1	to be or not to be	Kate Mara has been active in her career for less than 20 years.	2
419	T62	GW15	to be or not to be	Kate Rooney Mara was born in Bedford, New York.	0
420	T62	GW15	to be or not to be	Kate Rooney Mara spent her childhood in Bedford, New York.	1
421	T62	GW15	to be or not to be	Kate Rooney Mara currently resides in  Bedford, New York.	2
422	T66	GW5	to be or not to be	Jeffrey Bruce Atkins was born in the 20th century.	0
423	T66	GW5	to be or not to be	Jeffrey Bruce Atkins toured with Jennifer Lopez.	1
424	T66	GW5	to be or not to be	Jeffrey Bruce Atkins was signed to Def Jam after leaving Fontana.	2
425	T66	GW6	to be or not to be	Ja Rule has been active in his career since he was 17.	0
426	T66	GW6	to be or not to be	Ja Rule has performed with Jennifer Lopez.	1
427	T66	GW6	to be or not to be	Ja Rule was born in the western US.	2
428	T66	GW1	to be or not to be	Ja Rule has been active in music for over 25 years.	0
429	T66	GW1	to be or not to be	Ja Rule preferred working with Fat Joe over DMX.	1
430	T66	GW1	to be or not to be	Ja Rule was born in the Summer of 1976.	2
431	T2021	GW9	to be or not to be	Horrie was a small, male canine.	0
432	T2021	GW9	to be or not to be	Horrie's owner enlisted in the 2/1st Machin Gun Battalion of Australia.	1
433	T2021	GW9	to be or not to be	Horrie had an active career as a mascot for about five years.	2
434	T2021	GW1	to be or not to be	Horrie was born in the 2nd quarter century of the 20th century.	0
435	T2021	GW1	to be or not to be	Horrie retired from service because he was injured.	1
436	T2021	GW1	to be or not to be	Horrie was active in the military for three years.	2
437	T2021	GW7	to be or not to be	He was active for a year	0
438	T2021	GW7	to be or not to be	He had puppies	1
439	T2021	GW7	to be or not to be	He was never employed	2
440	T2021	GW4	to be or not to be	Horrie the dog was originally born in Africa.	0
441	T2021	GW4	to be or not to be	Horrie the dog was active in the military.	1
442	T2021	GW4	to be or not to be	The dog Horrie was the mascot for an air force.	2
443	T69	GW2	to be or not to be	Flying Microtonal Banana was under 45 minutes in length.	0
444	T69	GW2	to be or not to be	Flying Microtonal Banana has exactly 6 tracks.	1
445	T69	GW2	to be or not to be	Flying Microtonal Banana is an album of classical music.	2
446	T69	GW3	to be or not to be	Flying Microtonal Banana was released on February 24, 2017	0
447	T69	GW3	to be or not to be	Flying Microtonal Banana has multiple performing artist	1
448	T69	GW3	to be or not to be	Flying Microtonal Banana is 1 hour long	2
449	T69	GW14	to be or not to be	It took less than a year to record the album.	0
450	T69	GW14	to be or not to be	A fan of world music who is also a fan of experimental rock might like the album.	1
451	T69	GW14	to be or not to be	It will take you the entirety of a 2 hour drive to listen to the whole album.	2
452	T70	GW1	to be or not to be	It snowed just under 2 feet in places in the February 2009 storm that hit Great Britain and Ireland.	0
453	T70	GW1	to be or not to be	The 2009 storm that hit Great Britain and Ireland was the worst of the decade for that region.	1
454	T70	GW1	to be or not to be	Over 1.5 billion dollars of damage was caused by the 2009 storm that hit Great Britain and Ireland.	2
455	T70	GW9	to be or not to be	A mid-winter storm hit the British Isles and Western Europe in 2009.	0
456	T70	GW9	to be or not to be	The February 2009 storm struck Scotland with the most snow in total.	1
457	T70	GW9	to be or not to be	During the mid-winter storm of 2009, Dublin saw the greatest snow accumulations.	2
458	T70	GW4	to be or not to be	The February 2009 Great Britain and Ireland snowfall wound up being just shy of two feet tall.	0
459	T70	GW4	to be or not to be	The February 2009 Great Britain and Ireland snowfall wound up killing more than one person.	1
460	T70	GW4	to be or not to be	The February 2009 Great Britain and Ireland snowfall cost more than 5 billion pounds.	2
461	T245	GW1	to be or not to be	Chris Hardwick has been active in his career for over 25 years.	0
462	T245	GW1	to be or not to be	Chris Hardwick prefers talking about politics over pop culture.	1
463	T245	GW1	to be or not to be	Chris Hardwick was born in the Northwest.	2
464	T245	GW0	to be or not to be	Chris Hardwick is over 40 years old.	0
465	T245	GW0	to be or not to be	Chris Hardwick is best known for his television work.	1
466	T245	GW0	to be or not to be	Lydia Hearst is Chris Hardwick's mother.	2
467	T245	GW4	to be or not to be	Chris Hardwick started working in the early 1990s.	0
468	T245	GW4	to be or not to be	Chris Hardwick is known for having a very large podcast.	1
469	T245	GW4	to be or not to be	Chris Hardwick got married in 2002 to their wife.	2
470	T245	GW16	to be or not to be	Christopher Ryan Hardwick is forth seven years old and  if the date of birth is 1971 it is correct.	0
471	T245	GW16	to be or not to be	It  may be  possible that  Christopher married  toto Lyd Hearst .	1
472	T245	GW16	to be or not to be	To say false Christopher is not active still one should verify it	2
473	T1747	GW1	to be or not to be	I See You took over two years to record.	0
474	T1747	GW1	to be or not to be	I See You took so long to record because of all the different studios used.	1
475	T1747	GW1	to be or not to be	I See You was released in the Summer of 2017.	2
476	T1747	GW4	to be or not to be	I See You is an album that came out in the winter of 2017.	0
477	T1747	GW4	to be or not to be	The album I See You was published by Young Turks.	1
478	T1747	GW4	to be or not to be	The album I See You was over an hour long.	2
479	T1747	GW17	to be or not to be	I See You was released in 2017.	0
480	T1747	GW17	to be or not to be	I See You won numerous awards.	1
481	T1747	GW17	to be or not to be	I See You was released before Donald Trumps Presidency started.	2
482	T453	GW3	to be or not to be	Chiswick Bitter is a type of Beer.	0
483	T453	GW3	to be or not to be	Chiswick Bitter originated in London.	1
484	T453	GW3	to be or not to be	Chiswick Bitter has 8% Alcohol by volume.	2
485	T453	GW0	to be or not to be	Chiswick Bitter has an alcohol content over two percent.	0
486	T453	GW0	to be or not to be	Chiswick Bitter is made in England.	1
487	T453	GW0	to be or not to be	Chiswick Bitter has been around for over one hundred years.	2
488	T453	GW1	to be or not to be	Chiswick Bitter was first made in the first half of the 20th century.	0
489	T453	GW1	to be or not to be	Chiswick Bitter is available outside of the UK.	1
490	T453	GW1	to be or not to be	Chiswick Bitter has a very high ABV compared to other beers.	2
491	T77	GW1	to be or not to be	Jeon So-mi was born early in the 21st century.	0
492	T77	GW1	to be or not to be	As far as music labels, Jeon So-mi likes The Black Label more than JYP.	1
493	T77	GW1	to be or not to be	Jeon So-mi has been active in music for over 5 years.	2
494	T77	GW0	to be or not to be	Jeon So-mi was born in the 21st century.	0
495	T77	GW0	to be or not to be	Jeon So-mi has recorded music with I.O.I.	1
496	T77	GW0	to be or not to be	Jeon So-mi's stage name and birth name are the same.	2
497	T77	GW2	to be or not to be	Jeon So-mi sings a style of music that is from Korea.	0
498	T77	GW2	to be or not to be	Jeon So-mi began showing talent at only 3 years old.	1
499	T77	GW2	to be or not to be	Jeon So-mi is from Aisa.	2
500	T80	GW2	to be or not to be	Channel Orange was recorded in 7 studios.	0
501	T80	GW2	to be or not to be	Channel Orange was in the R&B top 10 the first week of its release.	1
502	T80	GW2	to be or not to be	Channel Orange was released on the Malay label.	2
503	T80	GW6	to be or not to be	Channel Orange was recorded in more than one state.	0
504	T80	GW6	to be or not to be	Channel Orange began recording in early 2011.	1
505	T80	GW6	to be or not to be	It would take less than an hour to play Channel Orange in its entirety.	2
506	T80	GW18	to be or not to be	Channel Orange is over an hour long.	0
507	T80	GW18	to be or not to be	Frank Ocean is the most popular producer involved with Channel Orange.	1
508	T80	GW18	to be or not to be	The album was recorded entirely in California.	2
509	T81	GW0	to be or not to be	Kate Hudson has more than one child.	0
510	T81	GW0	to be or not to be	Kate Hudson is best known for her film work.	1
